physics,chemistry,maths,biology,total,stream,rank
75,82,80,0,237,PCM,3639
84,68,74,0,226,PCM,4584
52,21,0,95,168,PCB,58114
78,42,42,0,162,PCM,46310
36,86,0,77,199,PCB,23653
45,76,81,0,202,PCM,12620
75,66,73,0,214,PCM,8637
77,51,0,61,189,PCB,31404
67,31,0,48,146,PCB,98295
48,27,0,71,146,PCB,98094
43,94,0,43,180,PCB,42971
58,71,47,0,176,PCM,31194
65,55,45,0,165,PCM,43303
82,95,0,82,259,PCB,499
60,69,0,38,167,PCB,60273
52,56,0,57,165,PCB,63073
60,75,80,0,215,PCM,7189
74,48,38,0,160,PCM,49258
96,86,98,0,280,PCM,1751
40,42,0,20,102,PCB,156672
77,33,52,0,162,PCM,46613
68,27,31,0,126,PCM,85596
23,99,0,45,167,PCB,58818
59,25,67,0,151,PCM,58973
53,67,33,0,153,PCM,56189
56,65,89,0,210,PCM,10232
35,78,0,20,133,PCB,117926
21,42,45,0,108,PCM,101990
35,78,72,0,185,PCM,23168
98,97,26,0,221,PCM,5525
93,48,28,0,169,PCM,38991
87,71,88,0,246,PCM,1750
40,76,74,0,190,PCM,19274
64,61,0,69,194,PCB,27994
39,69,0,50,158,PCB,74854
71,27,52,0,150,PCM,59671
39,75,33,0,147,PCM,63239
57,37,0,87,181,PCB,39683
58,30,64,0,152,PCM,57898
97,32,0,83,212,PCB,12219
62,64,0,63,189,PCB,32512
88,65,0,41,194,PCB,27517
32,81,0,84,197,PCB,22115
74,32,68,0,174,PCM,33609
52,87,31,0,170,PCM,37980
45,97,0,83,225,PCB,10214
29,48,51,0,128,PCM,85688
95,35,0,67,197,PCB,25271
60,22,47,0,129,PCM,82992
22,68,0,71,161,PCB,70049
55,94,0,66,215,PCB,12665
27,44,0,73,144,PCB,102359
64,64,79,0,207,PCM,11648
70,71,94,0,235,PCM,2994
47,67,0,66,180,PCB,42419
51,27,24,0,102,PCM,105222
48,81,28,0,157,PCM,52256
44,60,45,0,149,PCM,62254
88,26,20,0,134,PCM,79204
96,58,0,52,206,PCB,18641
50,42,0,72,164,PCB,65044
47,37,0,72,156,PCB,80691
34,97,25,0,156,PCM,52476
90,88,89,0,267,PCM,2101
40,87,0,83,210,PCB,14054
54,36,0,80,170,PCB,56813
39,91,88,0,218,PCM,8449
28,63,0,27,118,PCB,140310
20,53,82,0,155,PCM,53541
80,85,0,92,257,PCB,2517
30,51,0,50,131,PCB,123685
70,63,94,0,227,PCM,6167
54,91,59,0,204,PCM,12485
59,93,0,87,239,PCB,3911
48,67,0,32,147,PCB,93640
30,66,74,0,170,PCM,36809
73,70,27,0,170,PCM,37348
29,64,32,0,125,PCM,88195
25,90,25,0,140,PCM,71247
89,97,38,0,224,PCM,6241
100,50,0,49,199,PCB,23504
83,84,0,51,218,PCB,10664
92,31,27,0,150,PCM,59878
38,21,42,0,101,PCM,104721
33,78,83,0,194,PCM,16933
46,100,0,64,210,PCB,14637
54,78,24,0,156,PCM,53946
68,73,0,61,202,PCB,20932
25,78,0,76,179,PCB,41318
35,52,0,66,153,PCB,83769
21,83,66,0,170,PCM,38332
25,27,0,40,92,PCB,162839
95,30,63,0,188,PCM,20626
40,80,74,0,194,PCM,18455
29,58,67,0,154,PCM,54049
37,79,0,21,137,PCB,112509
20,37,0,25,82,PCB,170041
73,50,41,0,164,PCM,43994
25,44,0,44,113,PCB,146599
22,37,0,67,126,PCB,130802
36,79,56,0,171,PCM,35335
26,64,0,72,162,PCB,68694
46,87,0,26,159,PCB,72233
75,64,0,88,227,PCB,9477
43,87,0,89,219,PCB,10921
46,29,0,89,164,PCB,65041
65,20,0,48,133,PCB,119084
100,55,0,66,221,PCB,9656
90,46,0,51,187,PCB,34225
93,85,71,0,249,PCM,2137
79,55,0,36,170,PCB,54534
22,43,0,91,156,PCB,78571
94,56,0,94,244,PCB,5759
58,98,23,0,179,PCM,29436
90,86,96,0,272,PCM,864
43,35,71,0,149,PCM,61140
42,97,0,70,209,PCB,16912
67,20,0,75,162,PCB,68497
82,96,82,0,260,PCM,2367
97,78,86,0,261,PCM,1540
76,83,64,0,223,PCM,5764
64,41,0,73,178,PCB,45158
86,81,0,27,194,PCB,27084
62,30,62,0,154,PCM,55757
62,78,38,0,178,PCM,30612
27,76,0,25,128,PCB,125858
89,76,0,63,228,PCB,9065
43,100,0,70,213,PCB,12552
49,53,0,50,152,PCB,87276
48,25,0,91,164,PCB,66264
65,90,42,0,197,PCM,16867
29,31,0,90,150,PCB,90913
36,21,0,99,156,PCB,77546
34,28,0,29,91,PCB,165512
95,82,0,62,239,PCB,6325
93,86,76,0,255,PCM,2866
85,37,87,0,209,PCM,9194
48,74,0,85,207,PCB,16342
29,53,92,0,174,PCM,32977
22,54,0,21,97,PCB,159022
96,28,0,62,186,PCB,35158
37,87,0,42,166,PCB,62647
86,41,0,28,155,PCB,82759
68,33,86,0,187,PCM,22219
43,92,69,0,204,PCM,12867
33,67,51,0,151,PCM,58359
91,38,56,0,185,PCM,24133
46,53,90,0,189,PCM,19871
60,49,0,54,163,PCB,66795
33,83,0,51,167,PCB,60972
97,88,90,0,275,PCM,136
40,85,0,75,200,PCB,22643
76,43,65,0,184,PCM,24077
54,59,0,41,154,PCB,84449
86,54,22,0,162,PCM,46995
74,44,0,45,163,PCB,68826
98,84,98,0,280,PCM,1
99,75,0,33,207,PCB,15156
96,89,0,95,280,PCB,2684
41,38,0,31,110,PCB,151327
26,44,80,0,150,PCM,58859
21,29,0,46,96,PCB,160043
87,74,26,0,187,PCM,23329
74,43,0,84,201,PCB,20583
79,67,48,0,194,PCM,17297
53,21,0,97,171,PCB,55725
24,32,0,86,142,PCB,104095
22,34,0,26,82,PCB,168896
37,67,96,0,200,PCM,14470
46,31,0,37,114,PCB,144688
32,94,0,33,159,PCB,75225
72,57,49,0,178,PCM,29497
27,26,57,0,110,PCM,99861
35,32,32,0,99,PCM,105669
71,68,0,28,167,PCB,61226
36,68,33,0,137,PCM,74615
87,38,0,85,210,PCB,13953
40,81,0,47,168,PCB,58618
71,48,42,0,161,PCM,46602
30,84,0,100,214,PCB,14264
30,95,0,85,210,PCB,14090
37,82,36,0,155,PCM,53789
22,75,0,57,154,PCB,83269
91,97,0,71,259,PCB,3817
51,70,96,0,217,PCM,8292
87,64,0,28,179,PCB,44050
24,57,73,0,154,PCM,55861
79,28,32,0,139,PCM,72706
96,38,71,0,205,PCM,12109
61,51,42,0,154,PCM,55174
80,51,0,69,200,PCB,20028
20,42,0,89,151,PCB,86845
48,55,57,0,160,PCM,47129
34,83,0,61,178,PCB,44247
28,87,70,0,185,PCM,24466
63,39,75,0,177,PCM,29244
70,93,68,0,231,PCM,3555
41,44,95,0,180,PCM,28583
100,76,0,82,258,PCB,3519
21,96,0,75,192,PCB,26964
97,74,0,42,213,PCB,13514
63,64,0,59,186,PCB,33539
92,85,35,0,212,PCM,9173
64,42,23,0,129,PCM,83998
26,35,98,0,159,PCM,49276
42,95,82,0,219,PCM,7690
20,34,57,0,111,PCM,98410
95,90,52,0,237,PCM,2666
97,58,0,42,197,PCB,22699
26,66,0,71,163,PCB,65788
38,47,30,0,115,PCM,96426
46,54,0,90,190,PCB,30548
58,91,56,0,205,PCM,11174
89,25,23,0,137,PCM,76096
34,55,24,0,113,PCM,98141
45,39,0,38,122,PCB,136305
43,64,0,34,141,PCB,104444
83,59,46,0,188,PCM,21969
84,57,74,0,215,PCM,8658
90,30,0,87,207,PCB,16305
30,62,0,28,120,PCB,139976
89,63,0,72,224,PCB,7177
38,50,0,57,145,PCB,98808
68,81,0,36,185,PCB,36461
23,49,0,56,128,PCB,126851
73,42,0,97,212,PCB,13100
46,32,0,30,108,PCB,153087
93,78,0,92,263,PCB,3034
61,87,0,41,189,PCB,32652
89,26,0,74,189,PCB,31807
63,49,42,0,154,PCM,54581
20,32,0,74,126,PCB,129974
63,34,99,0,196,PCM,17344
81,91,57,0,229,PCM,5578
66,67,95,0,228,PCM,4898
46,31,0,73,150,PCB,88543
34,34,49,0,117,PCM,95535
61,42,0,43,146,PCB,97094
22,77,0,74,173,PCB,50909
25,34,27,0,86,PCM,110841
28,41,73,0,142,PCM,70668
56,29,0,28,113,PCB,147694
44,32,0,54,130,PCB,123645
39,41,0,22,102,PCB,155828
88,71,47,0,206,PCM,11163
37,85,0,60,182,PCB,40089
88,36,48,0,172,PCM,35604
59,81,23,0,163,PCM,45889
58,58,69,0,185,PCM,24482
27,94,77,0,198,PCM,16469
84,66,0,40,190,PCB,28826
83,61,83,0,227,PCM,6291
20,41,86,0,147,PCM,63150
89,69,0,38,196,PCB,23328
51,41,25,0,117,PCM,94249
62,96,0,77,235,PCB,4133
84,50,84,0,218,PCM,7312
44,93,23,0,160,PCM,47325
92,72,57,0,221,PCM,6863
21,68,48,0,137,PCM,75220
91,28,84,0,203,PCM,13663
72,46,0,62,180,PCB,42039
96,20,0,97,213,PCB,14656
30,20,0,54,104,PCB,153720
32,20,0,56,108,PCB,152595
72,95,52,0,219,PCM,7082
30,33,0,81,144,PCB,101521
41,35,0,21,97,PCB,160758
55,87,59,0,201,PCM,14471
47,54,0,41,142,PCB,103179
64,45,97,0,206,PCM,11058
70,63,57,0,190,PCM,21345
29,61,86,0,176,PCM,31535
62,33,41,0,136,PCM,75847
72,88,0,84,244,PCB,4987
81,79,0,66,226,PCB,6587
74,52,75,0,201,PCM,14262
57,79,25,0,161,PCM,47904
68,31,0,46,145,PCB,99310
32,79,0,73,184,PCB,35384
45,24,0,92,161,PCB,70758
51,96,82,0,229,PCM,3874
88,65,88,0,241,PCM,2965
45,22,0,80,147,PCB,95466
55,97,73,0,225,PCM,4976
100,71,85,0,256,PCM,2890
25,85,0,49,159,PCB,73038
35,36,0,57,128,PCB,125744
64,92,0,69,225,PCB,9419
37,57,93,0,187,PCM,21517
21,33,0,98,152,PCB,87150
67,94,59,0,220,PCM,7980
63,57,0,95,215,PCB,12218
52,24,99,0,175,PCM,32099
53,52,0,44,149,PCB,92668
21,36,94,0,151,PCM,59166
37,37,42,0,116,PCM,95646
88,83,0,68,239,PCB,6766
56,66,20,0,142,PCM,69255
81,82,94,0,257,PCM,484
76,25,58,0,159,PCM,50140
42,38,34,0,114,PCM,97213
85,76,0,28,189,PCB,30983
84,69,34,0,187,PCM,21475
31,75,87,0,193,PCM,18087
34,68,53,0,155,PCM,53981
50,24,22,0,96,PCM,106923
90,100,0,87,277,PCB,140
27,24,76,0,127,PCM,86929
32,49,0,50,131,PCB,122804
63,52,0,94,209,PCB,15821
38,38,40,0,116,PCM,94636
51,82,0,99,232,PCB,7219
68,40,80,0,188,PCM,20432
39,58,0,81,178,PCB,42580
84,31,0,86,201,PCB,19082
99,43,0,68,210,PCB,13623
93,71,0,34,198,PCB,22480
100,59,82,0,241,PCM,3230
62,41,39,0,142,PCM,70442
46,35,37,0,118,PCM,93724
84,80,0,64,228,PCB,5985
75,74,0,21,170,PCB,55279
73,34,20,0,127,PCM,86964
96,97,59,0,252,PCM,2650
41,35,0,30,106,PCB,153645
95,63,64,0,222,PCM,6384
52,92,0,86,230,PCB,7377
53,96,0,88,237,PCB,5212
95,85,0,68,248,PCB,1747
59,49,0,31,139,PCB,108079
32,74,0,93,199,PCB,22638
25,73,0,31,129,PCB,127325
56,94,46,0,196,PCM,17346
62,88,0,91,241,PCB,4714
87,35,85,0,207,PCM,10233
53,96,0,31,180,PCB,42311
46,41,0,74,161,PCB,69477
38,91,34,0,163,PCM,45567
65,84,47,0,196,PCM,17050
38,91,0,69,198,PCB,22866
41,74,0,26,141,PCB,107352
77,87,0,22,186,PCB,34153
31,91,0,55,177,PCB,45130
25,90,0,46,161,PCB,70414
48,46,0,74,168,PCB,58500
67,54,0,28,149,PCB,91700
66,96,63,0,225,PCM,4969
43,81,0,79,203,PCB,20380
29,25,62,0,116,PCM,94755
97,68,0,21,186,PCB,36084
23,87,0,73,183,PCB,38316
53,84,84,0,221,PCM,7761
68,44,68,0,180,PCM,27122
50,77,0,53,180,PCB,43386
91,31,63,0,185,PCM,24100
57,99,30,0,186,PCM,22079
80,21,0,76,177,PCB,45437
76,94,0,26,196,PCB,24683
84,47,0,57,188,PCB,31532
75,84,0,58,217,PCB,11844
32,75,89,0,196,PCM,16558
80,73,29,0,182,PCM,25884
36,79,29,0,144,PCM,67850
28,81,48,0,157,PCM,52245
87,52,0,70,209,PCB,16229
66,93,0,86,245,PCB,2186
65,20,31,0,116,PCM,95122
64,95,28,0,187,PCM,22222
65,38,42,0,145,PCM,67156
65,100,99,0,264,PCM,928
54,78,0,71,203,PCB,20416
40,65,42,0,147,PCM,63849
34,44,56,0,134,PCM,78977
79,24,37,0,140,PCM,71204
63,81,97,0,241,PCM,2965
91,61,0,56,208,PCB,15486
67,53,26,0,146,PCM,65010
89,41,0,34,164,PCB,65417
89,48,0,54,191,PCB,30582
83,78,58,0,219,PCM,6070
50,31,0,34,115,PCB,144058
97,51,86,0,234,PCM,4327
61,31,0,64,156,PCB,78854
32,79,0,48,159,PCB,73866
100,72,29,0,201,PCM,14789
27,63,77,0,167,PCM,39558
25,24,0,56,105,PCB,156151
74,72,29,0,175,PCM,32036
55,36,0,48,139,PCB,108042
80,82,72,0,234,PCM,4113
48,44,85,0,177,PCM,30929
69,68,0,87,224,PCB,10084
71,36,91,0,198,PCM,15851
65,50,0,48,163,PCB,66925
73,79,88,0,240,PCM,2856
83,23,89,0,195,PCM,17360
76,35,0,60,171,PCB,54707
27,53,43,0,123,PCM,88702
41,52,94,0,187,PCM,22248
65,92,0,23,180,PCB,43422
63,60,0,51,174,PCB,50922
86,31,0,71,188,PCB,31888
95,99,0,79,273,PCB,1970
67,40,0,73,180,PCB,42631
46,63,51,0,160,PCM,48393
28,22,70,0,120,PCM,92253
45,55,0,46,146,PCB,95873
90,95,0,59,244,PCB,2320
82,74,47,0,203,PCM,13141
88,50,0,70,208,PCB,14981
57,82,0,89,228,PCB,7078
84,98,24,0,206,PCM,11098
95,42,52,0,189,PCM,19905
64,54,85,0,203,PCM,13877
83,78,70,0,231,PCM,4256
78,66,44,0,188,PCM,22138
89,63,0,31,183,PCB,38723
60,71,0,86,217,PCB,13319
30,36,0,39,105,PCB,154198
64,87,0,42,193,PCB,26757
69,100,26,0,195,PCM,16817
90,48,0,92,230,PCB,5456
43,33,26,0,102,PCM,104827
100,54,36,0,190,PCM,19117
23,33,60,0,116,PCM,95197
76,20,0,53,149,PCB,90090
24,43,0,55,122,PCB,135938
97,67,0,90,254,PCB,4025
99,20,34,0,153,PCM,55681
23,67,0,68,158,PCB,75179
58,26,0,83,167,PCB,61758
75,29,0,64,168,PCB,58054
89,34,0,29,152,PCB,86527
70,23,0,36,129,PCB,124211
31,57,0,85,173,PCB,51385
20,48,0,23,91,PCB,165170
29,91,41,0,161,PCM,47211
48,83,24,0,155,PCM,53308
100,42,0,51,193,PCB,28978
72,91,24,0,187,PCM,21914
36,74,57,0,167,PCM,39162
75,71,0,47,193,PCB,28482
60,32,0,25,117,PCB,143351
40,48,46,0,134,PCM,78058
66,48,22,0,136,PCM,75400
86,93,62,0,241,PCM,1871
99,84,0,29,212,PCB,13589
80,46,0,59,185,PCB,33938
21,89,89,0,199,PCM,13632
25,20,0,93,138,PCB,110896
95,63,43,0,201,PCM,14785
89,82,23,0,194,PCM,17924
79,84,23,0,186,PCM,22339
50,100,0,32,182,PCB,38654
69,77,22,0,168,PCM,38644
42,79,0,66,187,PCB,31965
60,64,92,0,216,PCM,7502
63,94,0,44,201,PCB,21923
87,63,40,0,190,PCM,20788
72,87,0,80,239,PCB,6436
57,94,31,0,182,PCM,26247
71,79,80,0,230,PCM,5841
97,33,100,0,230,PCM,5482
32,25,26,0,83,PCM,112371
44,100,40,0,184,PCM,25443
40,97,0,69,206,PCB,16234
48,40,0,93,181,PCB,40617
65,44,0,27,136,PCB,114696
47,82,0,78,207,PCB,15075
36,97,0,42,175,PCB,48951
92,66,38,0,196,PCM,17597
41,45,0,69,155,PCB,82757
73,76,0,71,220,PCB,10025
50,48,21,0,119,PCM,93610
21,41,0,69,131,PCB,121790
96,62,0,29,187,PCB,35065
50,61,0,22,133,PCB,120970
21,59,54,0,134,PCM,78855
72,76,88,0,236,PCM,4023
85,24,0,99,208,PCB,16695
50,46,0,53,149,PCB,91208
94,63,0,26,183,PCB,39522
49,72,24,0,145,PCM,66759
97,66,42,0,205,PCM,13023
72,54,66,0,192,PCM,18361
94,70,0,85,249,PCB,1582
28,31,77,0,136,PCM,75667
40,33,0,23,96,PCB,159666
28,40,22,0,90,PCM,109206
37,25,49,0,111,PCM,98212
62,100,35,0,197,PCM,15191
53,67,81,0,201,PCM,13843
59,52,28,0,139,PCM,73047
59,59,0,66,184,PCB,36887
36,45,0,44,125,PCB,133114
51,83,0,47,181,PCB,41079
91,20,72,0,183,PCM,25082
31,56,60,0,147,PCM,63338
37,67,36,0,140,PCM,72471
23,69,56,0,148,PCM,61280
37,62,82,0,181,PCM,27539
40,89,0,95,224,PCB,10266
85,34,0,72,191,PCB,29074
36,33,0,85,154,PCB,81278
63,85,82,0,230,PCM,3875
95,31,0,53,179,PCB,42578
87,24,67,0,178,PCM,28918
61,22,0,21,104,PCB,154043
95,92,59,0,246,PCM,2662
54,96,0,59,209,PCB,16158
99,92,48,0,239,PCM,2585
95,56,70,0,221,PCM,5618
52,32,47,0,131,PCM,82589
36,53,0,23,112,PCB,148059
38,43,0,51,132,PCB,122697
30,68,39,0,137,PCM,74763
89,97,52,0,238,PCM,4524
92,31,50,0,173,PCM,35306
72,50,32,0,154,PCM,55320
39,24,96,0,159,PCM,49766
92,53,57,0,202,PCM,12232
86,94,0,100,280,PCB,2724
91,46,92,0,229,PCM,4999
88,36,0,73,197,PCB,23864
88,35,0,67,190,PCB,31450
89,34,0,71,194,PCB,28154
85,100,0,46,231,PCB,6748
21,87,22,0,130,PCM,83184
59,68,0,55,182,PCB,38268
32,90,0,70,192,PCB,26901
30,80,62,0,172,PCM,35506
28,52,0,100,180,PCB,41936
55,87,0,25,167,PCB,59761
45,26,0,52,123,PCB,133892
95,30,0,53,178,PCB,45916
62,50,23,0,135,PCM,77738
79,96,0,95,270,PCB,2837
70,47,0,96,213,PCB,11801
93,44,46,0,183,PCM,24221
78,63,0,28,169,PCB,57801
48,100,48,0,196,PCM,16313
32,80,76,0,188,PCM,20916
72,52,0,66,190,PCB,31058
51,29,0,83,163,PCB,66617
59,55,0,93,207,PCB,16311
54,87,0,43,184,PCB,38097
25,85,0,48,158,PCB,75139
32,51,0,37,120,PCB,138301
38,71,0,87,196,PCB,24803
87,82,0,68,237,PCB,7074
82,51,0,47,180,PCB,43333
45,35,58,0,138,PCM,74351
90,48,0,60,198,PCB,23369
25,92,42,0,159,PCM,48560
97,56,25,0,178,PCM,29321
94,73,0,26,193,PCB,25979
98,47,29,0,174,PCM,33486
21,83,0,37,141,PCB,104605
61,79,21,0,161,PCM,46804
100,53,36,0,189,PCM,19799
35,83,32,0,150,PCM,60262
46,78,36,0,160,PCM,48261
46,97,57,0,200,PCM,13126
91,96,0,79,266,PCB,3496
41,95,0,23,159,PCB,73944
25,98,0,43,166,PCB,62411
70,83,0,61,214,PCB,13920
42,40,0,91,173,PCB,50915
42,87,0,95,224,PCB,8963
25,44,50,0,119,PCM,92017
64,38,23,0,125,PCM,87156
62,44,63,0,169,PCM,37404
75,59,0,70,204,PCB,17400
25,48,0,68,141,PCB,105032
57,23,0,23,103,PCB,157373
22,59,0,26,107,PCB,151581
66,59,0,88,213,PCB,13016
25,87,79,0,191,PCM,20614
94,50,71,0,215,PCM,7657
49,91,0,64,204,PCB,19836
92,31,0,24,147,PCB,93754
62,70,0,86,218,PCB,10541
39,67,0,100,206,PCB,17598
56,60,0,47,163,PCB,66759
55,21,40,0,116,PCM,94989
33,66,0,50,149,PCB,93482
88,66,98,0,252,PCM,2742
57,66,0,50,173,PCB,50419
25,26,0,26,77,PCB,171541
81,97,79,0,257,PCM,1507
90,25,0,72,187,PCB,34220
51,61,0,42,154,PCB,83684
92,24,0,89,205,PCB,18829
89,88,0,58,235,PCB,5441
24,82,0,66,172,PCB,52969
34,24,0,79,137,PCB,112293
69,50,0,100,219,PCB,12061
45,41,35,0,121,PCM,91950
88,66,0,86,240,PCB,4290
28,20,0,79,127,PCB,129161
25,39,54,0,118,PCM,95031
74,79,0,39,192,PCB,29020
51,97,0,71,219,PCB,11174
83,31,78,0,192,PCM,19191
62,99,0,26,187,PCB,34318
99,54,0,99,252,PCB,3610
73,93,0,29,195,PCB,26668
81,55,0,32,168,PCB,57202
96,97,45,0,238,PCM,2972
21,66,0,43,130,PCB,123674
63,60,91,0,214,PCM,9232
24,69,42,0,135,PCM,78116
81,80,73,0,234,PCM,4285
37,25,64,0,126,PCM,85848
81,30,36,0,147,PCM,64333
45,23,25,0,93,PCM,108930
48,96,0,46,190,PCB,31178
88,28,0,21,137,PCB,112435
72,67,0,81,220,PCB,11423
54,38,66,0,158,PCM,51412
97,72,0,54,223,PCB,9213
68,21,0,59,148,PCB,93732
73,94,98,0,265,PCM,1036
98,54,31,0,183,PCM,25927
64,72,0,23,159,PCB,74260
93,64,0,52,209,PCB,15797
53,50,84,0,187,PCM,21156
92,93,69,0,254,PCM,955
38,23,0,73,134,PCB,117528
69,88,36,0,193,PCM,17464
48,65,58,0,171,PCM,36173
30,92,0,57,179,PCB,41623
46,20,0,39,105,PCB,153335
79,75,0,38,192,PCB,29634
99,66,72,0,237,PCM,3892
100,71,0,46,217,PCB,10067
57,89,36,0,182,PCM,26655
46,59,0,57,162,PCB,67389
67,44,0,72,183,PCB,38801
57,96,0,26,179,PCB,43208
69,57,43,0,169,PCM,37577
39,87,45,0,171,PCM,35314
91,80,91,0,262,PCM,2134
41,75,27,0,143,PCM,67207
75,49,0,51,175,PCB,49230
97,31,0,20,148,PCB,94146
57,67,0,22,146,PCB,96058
39,89,0,86,214,PCB,13920
76,97,93,0,266,PCM,389
44,62,0,44,150,PCB,91749
46,24,70,0,140,PCM,71285
94,33,33,0,160,PCM,48198
29,62,0,75,166,PCB,62960
58,80,45,0,183,PCM,25832
23,79,0,74,176,PCB,48300
56,52,0,96,204,PCB,17024
97,94,100,0,291,PCM,1
100,46,86,0,232,PCM,4464
46,56,63,0,165,PCM,43148
82,25,63,0,170,PCM,36802
96,66,0,67,229,PCB,6515
48,90,0,60,198,PCB,22548
55,71,72,0,198,PCM,14148
46,58,0,70,174,PCB,48352
31,44,43,0,118,PCM,94737
22,82,0,27,131,PCB,121534
41,78,0,34,153,PCB,85946
38,53,94,0,185,PCM,23931
52,72,0,61,185,PCB,36197
85,98,77,0,260,PCM,304
43,57,49,0,149,PCM,60691
84,90,0,23,197,PCB,22234
63,89,0,87,239,PCB,3368
88,26,63,0,177,PCM,29450
58,55,44,0,157,PCM,51107
64,76,0,37,177,PCB,44234
83,100,0,32,215,PCB,13978
44,55,0,46,145,PCB,98251
79,25,0,25,129,PCB,125406
37,88,0,64,189,PCB,32370
63,47,0,75,185,PCB,37399
38,92,31,0,161,PCM,45822
41,79,0,79,199,PCB,23865
46,45,30,0,121,PCM,91000
89,86,84,0,259,PCM,620
41,74,0,51,166,PCB,63227
34,94,0,25,153,PCB,86000
60,59,66,0,185,PCM,24509
30,50,0,81,161,PCB,70879
84,51,55,0,190,PCM,20645
26,100,27,0,153,PCM,55687
80,47,0,70,197,PCB,25038
21,95,0,29,145,PCB,99146
33,63,0,55,151,PCB,89702
47,86,65,0,198,PCM,14745
93,92,32,0,217,PCM,8534
47,62,0,98,207,PCB,15511
60,41,46,0,147,PCM,62523
54,81,0,73,208,PCB,17763
39,95,60,0,194,PCM,17708
91,91,26,0,208,PCM,10037
89,92,0,90,271,PCB,3012
85,67,0,74,226,PCB,9820
50,75,0,86,211,PCB,15051
20,45,0,70,135,PCB,116006
60,27,0,97,184,PCB,37235
80,90,53,0,223,PCM,6877
89,84,99,0,272,PCM,341
86,53,0,86,225,PCB,9556
54,73,81,0,208,PCM,9646
71,44,59,0,174,PCM,32795
96,46,91,0,233,PCM,3194
45,94,72,0,211,PCM,9794
38,73,57,0,168,PCM,39957
88,82,0,40,210,PCB,14729
81,99,0,20,200,PCB,20473
65,90,29,0,184,PCM,24226
49,64,0,46,159,PCB,73153
74,63,44,0,181,PCM,27096
63,34,31,0,128,PCM,84484
21,32,87,0,140,PCM,72822
94,34,47,0,175,PCM,32365
45,35,0,45,125,PCB,132579
73,28,66,0,167,PCM,41263
66,72,91,0,229,PCM,3905
100,27,93,0,220,PCM,7995
37,90,57,0,184,PCM,25007
65,73,0,64,202,PCB,21529
91,86,0,92,269,PCB,541
88,95,69,0,252,PCM,2857
54,73,93,0,220,PCM,6881
64,22,0,37,123,PCB,133608
64,42,22,0,128,PCM,85501
53,91,0,72,216,PCB,13689
41,27,0,48,116,PCB,144745
44,48,0,31,123,PCB,133245
49,73,0,32,154,PCB,83815
75,48,82,0,205,PCM,11856
71,43,46,0,160,PCM,49155
98,79,97,0,274,PCM,598
77,36,0,72,185,PCB,35121
44,86,28,0,158,PCM,51103
83,82,0,23,188,PCB,33361
57,45,0,42,144,PCB,99054
36,83,83,0,202,PCM,14029
97,42,36,0,175,PCM,32431
69,96,21,0,186,PCM,22936
43,72,0,93,208,PCB,15300
96,51,0,81,228,PCB,8417
61,29,0,22,112,PCB,147452
25,90,78,0,193,PCM,18203
81,77,0,21,179,PCB,41889
84,88,43,0,215,PCM,7472
61,62,0,40,163,PCB,66583
52,78,0,28,158,PCB,75262
28,73,84,0,185,PCM,24867
72,93,0,62,227,PCB,8528
95,57,77,0,229,PCM,4313
38,30,46,0,114,PCM,98071
61,45,0,92,198,PCB,23170
64,82,64,0,210,PCM,10377
93,64,31,0,188,PCM,21667
68,64,0,94,226,PCB,8256
38,42,71,0,151,PCM,59495
35,72,0,55,162,PCB,69431
67,80,0,56,203,PCB,18300
74,85,64,0,223,PCM,6829
61,70,0,35,166,PCB,63785
38,65,0,28,131,PCB,123426
29,24,40,0,93,PCM,107869
48,60,26,0,134,PCM,77654
44,31,46,0,121,PCM,90494
50,48,92,0,190,PCM,20977
60,98,0,30,188,PCB,30735
27,84,0,99,210,PCB,13949
33,44,73,0,150,PCM,60811
68,66,44,0,178,PCM,29357
52,84,31,0,167,PCM,40452
89,51,87,0,227,PCM,5277
27,51,0,76,154,PCB,82558
23,95,57,0,175,PCM,31974
100,38,0,49,187,PCB,32466
46,59,61,0,166,PCM,40513
64,64,0,62,190,PCB,30451
64,27,0,38,129,PCB,123929
62,57,82,0,201,PCM,13953
50,94,0,85,229,PCB,8958
75,23,85,0,183,PCM,26046
59,67,38,0,164,PCM,42690
38,57,0,72,167,PCB,58759
71,99,21,0,191,PCM,20189
32,45,0,92,169,PCB,55613
58,38,0,31,127,PCB,128399
65,21,0,67,153,PCB,85607
74,70,35,0,179,PCM,27893
54,27,0,68,149,PCB,91891
87,22,0,75,184,PCB,37701
44,59,59,0,162,PCM,46077
100,53,0,64,217,PCB,11950
57,20,0,20,97,PCB,161034
89,80,0,47,216,PCB,10466
63,30,43,0,136,PCM,75573
97,90,0,25,212,PCB,12194
68,34,94,0,196,PCM,17079
85,76,66,0,227,PCM,5020
78,96,0,87,261,PCB,1388
65,20,0,94,179,PCB,41412
72,65,45,0,182,PCM,25037
32,81,0,61,174,PCB,49548
74,74,0,91,239,PCB,3830
71,31,0,39,141,PCB,105391
26,90,0,35,151,PCB,89795
35,62,0,72,169,PCB,56214
36,28,0,40,104,PCB,153566
22,99,80,0,201,PCM,14485
50,46,0,76,172,PCB,53749
21,32,93,0,146,PCM,64268
71,67,0,50,188,PCB,31976
61,98,86,0,245,PCM,2089
92,68,0,45,205,PCB,19554
87,45,0,39,171,PCB,53428
97,59,0,56,212,PCB,13364
